CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Avg_Utilization_Ratio,Pay_on_time,Random_numbers
716806383,no,48,male,4,third level,married/living with partner,71 – 110k,blue,40,28307.00,0.053,no,0.0691723731544567
716811483,no,30,female,2,primary,married/living with partner,<30k,blue,24,2063.00,0.000,yes,0.0787907329184115
716815308,no,44,female,2,primary,married/living with partner,<30k,blue,36,4396.00,0.339,no,0.36503639149675
716816583,no,61,male,0,third level,married/living with partner,51 – 70k,blue,48,15483.00,0.139,no,0.515891332370523
716819958,no,60,male,2,third level,married/living with partner,51 – 70k,blue,50,9033.00,0.094,no,0.305254415442892
716822583,no,39,female,2,secondary,single,<30k,blue,36,5245.00,0.153,no,0.468775282769655
716825808,no,45,female,3,primary,divorced,<30k,blue,36,2697.00,0.822,no,0.858886724686317
716829483,no,39,female,3,third level,married/living with partner,31 – 50k,blue,28,3249.00,0.682,no,0.301831081825308
716831508,no,47,female,3,secondary,single,31 – 50k,blue,34,1963.00,0.776,no,0.662454374184414
716832858,yes,46,male,3,third level,married/living with partner,51 – 70k,blue,34,4930.00,0.032,no,0.136702807262665
716836308,no,29,male,1,third level,divorced,<30k,blue,36,3839.00,0.297,no,0.38683228194088
716837508,no,48,male,4,third level,married/living with partner,51 – 70k,blue,37,18477.00,0.000,yes,0.67026361180562
716838633,no,46,male,4,secondary,single,51 – 70k,blue,36,13407.00,0.100,no,0.909059041728658
716839983,no,48,male,3,third level,married/living with partner,111k+,blue,36,32777.00,0.000,yes,0.927912295348033
716841783,no,51,male,0,third level,married/living with partner,111k+,blue,36,18733.00,0.069,no,0.46410102265379
716842908,no,41,female,5,primary,single,<30k,blue,30,1762.00,0.596,no,0.841733846234977
716853258,no,64,male,1,third level,single,<30k,blue,45,4417.00,0.000,yes,0.0646257998902124
716855058,yes,49,female,4,third level,married/living with partner,<30k,blue,38,1757.00,0.000,yes,0.91978968566666
716856408,yes,39,female,4,third level,single,<30k,blue,28,1438.30,0.000,yes,0.36600864294269
716858433,yes,43,female,4,third level,single,<30k,blue,32,3015.00,0.000,yes,0.231561119244025
716860233,no,51,female,3,primary,married/living with partner,<30k,blue,39,8148.00,0.086,no,0.564873313072232
716863458,yes,44,male,2,primary,single,71 – 110k,gold,36,34516.00,0.016,no,0.550884934527916
716864733,no,47,male,3,third level,married/living with partner,111k+,gold,27,34516.00,0.067,no,0.907850185112324
716866308,no,38,male,2,secondary,married/living with partner,51 – 70k,blue,33,5940.00,0.185,no,0.537909526993339
716869458,no,34,female,3,third level,single,<30k,blue,36,7440.00,0.095,no,0.356651224852904
716871633,no,49,male,1,primary,single,111k+,blue,38,12055.00,0.154,no,0.245145639677244
716873733,yes,43,female,4,third level,divorced,<30k,blue,30,3556.00,0.708,no,0.733732160025707
716875083,no,26,female,0,secondary,single,31 – 50k,blue,36,4152.00,0.000,yes,0.100470478586867
716877258,no,55,female,3,third level,single,<30k,blue,48,3968.00,0.346,no,0.707321471105575
716881683,yes,45,male,5,primary,married/living with partner,71 – 110k,blue,34,3435.00,0.733,no,0.719620033326214
716882658,no,62,female,2,third level,married/living with partner,<30k,blue,51,2986.00,0.547,no,0.123826402014371
716890533,no,49,female,2,primary,single,<30k,blue,36,2182.00,0.789,no,0.516097601535997
716894658,no,49,female,1,third level,divorced,<30k,blue,44,8687.00,0.203,no,0.96541017421801
716899233,no,40,female,4,third level,single,<30k,blue,20,15987.00,0.123,no,0.47698959889283
716900433,no,36,male,2,third level,married/living with partner,51 – 70k,blue,28,2540.00,0.552,no,0.947394920396018
716901858,no,49,male,4,third level,married/living with partner,31 – 50k,blue,39,1438.30,0.000,yes,0.576688418812638
716908158,no,42,female,3,third level,married/living with partner,<30k,blue,36,8260.00,0.305,no,0.933931378271148
716909283,no,60,male,1,third level,single,71 – 110k,blue,48,30655.00,0.000,yes,0.564698044873439
716911608,no,48,male,4,third level,single,71 – 110k,blue,36,1536.00,0.662,no,0.692647970558867
716918508,no,39,male,1,third level,single,31 – 50k,blue,24,3770.00,0.318,no,0.0556870587549041
716920908,no,52,male,4,secondary,married/living with partner,71 – 110k,blue,42,5738.00,0.194,no,0.921908770544945
716922633,yes,38,male,2,primary,single,111k+,blue,30,4043.00,0.623,no,0.553021768766877
716924058,no,58,female,2,primary,married/living with partner,31 – 50k,blue,49,6175.00,0.189,no,0.750421410160602
716924958,yes,65,female,2,third level,single,<30k,blue,56,6812.00,0.283,no,0.97028483133468
716926758,no,40,female,2,primary,single,<30k,blue,27,1965.00,0.000,yes,0.434640368767504
716929233,no,43,female,3,third level,single,31 – 50k,blue,24,5182.00,0.310,no,0.286604462412261
716931183,no,45,male,5,primary,single,71 – 110k,blue,38,7560.00,0.104,no,0.474922492136805
716933283,no,52,male,2,secondary,single,51 – 70k,blue,39,34516.00,0.055,no,0.172736178956062
716934333,no,50,male,3,primary,single,71 – 110k,blue,40,13306.00,0.185,no,0.0423253337434696
716944983,no,61,male,0,primary,married/living with partner,111k+,blue,36,24172.00,0.104,no,0.697897467993036
716947083,no,32,male,3,secondary,single,31 – 50k,blue,36,3845.00,0.487,no,0.195857968121481
716948283,no,58,male,1,third level,single,71 – 110k,blue,49,9890.00,0.000,yes,0.699956654929823
716950758,yes,46,male,4,secondary,married/living with partner,51 – 70k,blue,36,8017.00,0.000,yes,0.403977285837183
716951658,no,51,female,3,secondary,single,31 – 50k,blue,38,5536.00,0.000,yes,0.0248081441793992
716955783,no,52,male,2,third level,single,71 – 110k,blue,36,16026.00,0.072,no,0.739814904559578
716959833,no,45,male,3,third level,single,111k+,blue,31,3534.00,0.000,yes,0.41046659424595
716961033,no,48,female,3,secondary,single,<30k,blue,40,3520.00,0.611,no,0.968617878163052
716961933,no,43,female,2,third level,married/living with partner,<30k,blue,36,3589.00,0.504,no,0.0423015794645103
716966808,no,47,male,1,third level,married/living with partner,71 – 110k,blue,37,11722.00,0.142,no,0.311301848188064
716973333,no,40,male,3,primary,married/living with partner,111k+,blue,28,4642.00,0.361,no,0.00565834996802617
716974383,no,41,male,5,third level,single,71 – 110k,blue,28,2491.00,0.794,no,0.797851769540664
716977758,yes,44,female,3,primary,married/living with partner,<30k,blue,36,3675.00,0.685,no,0.439791042811311
716979183,no,45,male,2,third level,married/living with partner,51 – 70k,blue,34,17646.00,0.079,no,0.187724958184034
716981358,no,40,female,2,third level,married/living with partner,<30k,blue,32,2107.00,0.447,no,0.325556832461949
716982483,no,49,female,2,third level,married/living with partner,<30k,blue,38,1438.30,0.000,yes,0.332107865971422
716984658,no,49,male,1,third level,married/living with partner,111k+,blue,39,34516.00,0.000,yes,0.00108362784693683
716987358,yes,29,male,0,third level,divorced,51 – 70k,blue,15,8022.00,0.000,yes,0.602715021980664
716988633,no,55,male,0,secondary,divorced,51 – 70k,blue,46,9734.00,0.000,yes,0.832598248157978
716989683,no,56,male,2,third level,single,71 – 110k,blue,48,4480.00,0.550,no,0.484129223940511
716991933,yes,53,female,3,primary,single,<30k,blue,35,9786.00,0.000,yes,0.0909387568253105
716995083,no,52,male,2,secondary,single,71 – 110k,blue,44,2650.00,0.396,no,0.247328965427409
716996583,no,50,male,3,secondary,divorced,111k+,blue,37,3073.00,0.583,no,0.897995686772874
716998608,no,48,male,3,third level,#NULL!,51 – 70k,blue,36,6703.00,0.187,no,0.785978446658509
716999883,no,51,male,4,secondary,married/living with partner,71 – 110k,blue,41,15897.00,0.090,no,0.303155800548715
717000858,no,41,male,2,third level,married/living with partner,<30k,blue,29,2683.00,0.648,no,0.314156341693115
717001908,yes,41,female,5,third level,married/living with partner,<30k,blue,28,6936.00,0.000,yes,0.119820769827942
717004533,no,35,female,3,secondary,married/living with partner,<30k,blue,36,4790.00,0.248,no,0.963643482977426
717006333,no,54,male,3,secondary,married/living with partner,71 – 110k,blue,36,1438.30,0.788,no,0.0258730878078023
717007458,no,46,male,2,third level,married/living with partner,31 – 50k,blue,38,2457.00,0.428,no,0.524959354665637
717011958,no,43,female,4,third level,single,31 – 50k,blue,23,1438.30,0.000,yes,0.506134843703032
717013383,no,52,male,2,secondary,married/living with partner,71 – 110k,blue,43,31258.00,0.049,no,0.401817216411352
717016833,no,39,male,4,primary,married/living with partner,71 – 110k,blue,27,1438.30,0.000,yes,0.707863498679164
717017808,no,62,male,0,primary,single,31 – 50k,blue,52,9065.00,0.071,no,0.2858229050702
717022533,no,43,female,2,third level,single,31 – 50k,blue,36,2283.00,0.000,yes,0.744592683503215
717026658,yes,43,female,3,primary,married/living with partner,<30k,blue,32,1897.00,0.000,yes,0.631826055307467
717028158,no,53,male,3,third level,married/living with partner,111k+,blue,44,12163.00,0.171,no,0.792621258006635
717030633,no,46,male,4,third level,single,51 – 70k,blue,34,2369.00,0.593,no,0.973121579696223
717035283,yes,46,male,1,third level,single,51 – 70k,blue,37,2445.00,0.347,no,0.277130917478398
717038733,no,56,male,3,primary,married/living with partner,51 – 70k,blue,36,2253.00,0.610,no,0.16935584662688
717042333,yes,53,female,2,third level,married/living with partner,<30k,blue,44,1473.00,0.000,yes,0.918101201899844
717047583,yes,47,female,3,third level,married/living with partner,<30k,blue,35,4779.00,0.527,no,0.511057763630022
717049533,no,39,female,3,third level,#NULL!,31 – 50k,blue,28,7262.00,0.202,no,0.0527074507716043
717050883,no,60,female,1,secondary,single,<30k,blue,36,2688.00,0.602,no,0.633799574996646
717052158,no,39,male,3,secondary,single,51 – 70k,blue,32,21718.00,0.110,no,0.786326314886944
717060858,yes,31,male,0,third level,married/living with partner,<30k,blue,36,6911.00,0.364,no,0.316512743382247
717066408,no,36,male,2,third level,married/living with partner,51 – 70k,blue,36,5550.00,0.274,no,0.846568206427127
717069033,no,43,female,4,third level,married/living with partner,<30k,blue,30,4829.00,0.239,no,0.0691003139977673
717073308,no,44,female,3,third level,married/living with partner,<30k,blue,31,2679.00,0.271,no,0.596802582518275
717078933,no,40,female,5,third level,single,<30k,blue,29,4205.00,0.599,no,0.552364280476031
717081483,no,37,male,2,third level,divorced,71 – 110k,blue,25,25187.00,0.088,no,0.35435931411874
717084708,no,45,female,4,secondary,married/living with partner,<30k,blue,34,2484.00,0.621,no,0.54277857445194
717085983,no,44,female,2,secondary,single,31 – 50k,blue,25,3299.00,0.763,no,0.137831545649622
717087858,no,51,female,1,third level,single,31 – 50k,blue,36,2146.00,0.451,no,0.049419203089824
717090183,no,60,male,1,third level,married/living with partner,111k+,blue,50,21697.00,0.099,no,0.0690247087819147
717093858,no,49,female,2,third level,married/living with partner,<30k,blue,36,2154.00,0.692,no,0.916850761669916
717096858,no,51,male,2,third level,single,31 – 50k,blue,40,6492.00,0.111,no,0.89183864931727
717099408,no,40,male,3,third level,married/living with partner,51 – 70k,blue,29,10529.00,0.000,yes,0.704283867352417
717100833,no,37,female,2,secondary,married/living with partner,<30k,blue,27,3148.00,0.000,yes,0.499460893984287
717105258,no,37,female,1,third level,married/living with partner,<30k,blue,36,3992.00,0.323,no,0.0670921745754297
717109983,no,50,female,2,secondary,married/living with partner,31 – 50k,blue,39,2275.00,0.940,no,0.285970033946921
717114708,no,34,female,0,third level,married/living with partner,31 – 50k,blue,26,2991.00,0.612,no,0.751885901011577
717121758,no,58,female,0,third level,single,<30k,blue,36,3008.00,0.837,no,0.144619297174383
717123858,no,36,female,1,third level,married/living with partner,31 – 50k,blue,36,3635.00,0.445,no,0.367622394047133
717124983,no,62,female,1,primary,married/living with partner,31 – 50k,blue,43,4760.00,0.000,yes,0.983553183511134
717127083,no,37,male,3,third level,married/living with partner,111k+,blue,25,15017.00,0.115,no,0.566137643905465
717129333,no,35,female,2,third level,married/living with partner,31 – 50k,blue,25,1438.30,0.000,yes,0.785258095552604
717130383,no,50,male,0,primary,married/living with partner,51 – 70k,blue,36,2334.00,0.303,no,0.274422859408412
717131283,no,43,female,4,secondary,divorced,31 – 50k,blue,34,6034.00,0.262,no,0.633578553544221
717132633,no,62,male,0,primary,single,31 – 50k,blue,50,7348.00,0.200,no,0.654576081994042
717136533,no,37,female,2,primary,single,<30k,blue,26,2586.00,0.323,no,0.360163680264469
717138558,no,28,male,0,third level,married/living with partner,31 – 50k,blue,16,3665.00,0.000,yes,0.19457385882743
717139608,no,50,female,2,third level,divorced,<30k,blue,36,3462.00,0.525,no,0.965566614410714
717140733,no,52,female,1,third level,single,<30k,blue,36,6616.00,0.126,no,0.670083337540407
717141858,no,56,female,2,secondary,single,31 – 50k,blue,36,13904.00,0.045,no,0.639717931528394
717146208,yes,59,female,1,third level,single,<30k,blue,51,4257.00,0.591,no,0.503148880764955
717147708,no,44,male,2,primary,divorced,51 – 70k,blue,34,3650.00,0.348,no,0.0874851065671868
717151383,no,44,female,1,third level,married/living with partner,<30k,blue,36,2568.00,0.624,no,0.921973143032657
717159858,no,27,male,1,secondary,single,51 – 70k,blue,18,2730.00,0.495,no,0.899451641781254
717172308,yes,45,female,3,secondary,married/living with partner,31 – 50k,blue,37,3304.00,0.000,yes,0.205918400267198
717173358,no,60,female,0,third level,single,31 – 50k,blue,47,9502.00,0.198,no,0.631076709038672
717174558,yes,57,female,1,primary,single,<30k,blue,46,9129.00,0.000,yes,0.897320287190866
717179508,no,33,female,0,third level,single,<30k,blue,26,2382.00,0.657,no,0.0706944574923472
717180633,no,59,male,1,third level,married/living with partner,31 – 50k,blue,36,2483.00,0.553,no,0.830817325828546
717181833,no,39,female,1,third level,single,<30k,gold,30,10190.00,0.087,no,0.852590175857314
717185658,yes,51,male,1,secondary,married/living with partner,71 – 110k,blue,36,22754.00,0.000,yes,0.837680617783127
717189183,no,35,male,1,third level,single,31 – 50k,blue,24,10467.00,0.187,no,0.169101012657001
717190533,no,49,male,4,secondary,married/living with partner,51 – 70k,blue,36,12938.00,0.051,no,0.750461834591846
717192933,no,55,male,0,third level,married/living with partner,111k+,blue,42,8302.00,0.303,no,0.852963747576742
717195933,yes,42,male,3,third level,married/living with partner,51 – 70k,blue,30,5298.00,0.000,yes,0.571959812939192
717198633,no,53,female,2,third level,married/living with partner,31 – 50k,blue,34,2075.00,0.708,no,0.355064425693951
717202908,no,39,male,5,third level,married/living with partner,71 – 110k,blue,29,34198.00,0.053,no,0.744017922432243
717203958,no,51,male,3,third level,married/living with partner,31 – 50k,blue,36,11512.00,0.086,no,0.862938707255806
717206508,no,65,female,0,secondary,married/living with partner,<30k,blue,36,2798.00,0.645,no,0.311969868994833
717208833,yes,34,female,3,secondary,single,<30k,blue,21,1576.00,0.000,yes,0.385115925923001
717212958,no,55,male,2,third level,single,71 – 110k,blue,36,3046.00,0.793,no,0.0533352598562942
717214158,no,41,male,4,third level,married/living with partner,31 – 50k,blue,28,9815.00,0.000,yes,0.693055485695797
717217983,no,43,female,3,third level,married/living with partner,<30k,blue,30,3143.00,0.801,no,0.0284096721882653
717225258,no,35,male,2,third level,single,111k+,blue,27,13655.00,0.077,no,0.637593197972435
717229158,no,36,female,4,third level,married/living with partner,31 – 50k,blue,36,1628.00,0.595,no,0.609824374120738
717231558,no,49,female,4,third level,married/living with partner,<30k,blue,43,3002.00,0.482,no,0.700765513492822
717234183,no,29,male,1,third level,married/living with partner,<30k,blue,18,2710.00,0.232,no,0.0822176799744978
717237708,no,54,male,2,third level,single,51 – 70k,blue,38,14265.00,0.132,no,0.495082593040107
717242058,yes,43,female,5,third level,married/living with partner,<30k,blue,39,3981.00,0.000,yes,0.145955899113821
717247383,no,48,male,4,third level,single,31 – 50k,blue,36,7514.00,0.000,yes,0.0146267131102765
717248583,no,43,female,3,third level,married/living with partner,<30k,gold,34,11362.00,0.165,no,0.845267211311146
717251508,no,37,male,1,primary,married/living with partner,111k+,blue,17,34516.00,0.000,yes,0.759437387962347
717252483,yes,57,female,2,third level,married/living with partner,<30k,blue,41,2796.00,0.000,yes,0.493147073196707
717255333,yes,40,male,3,third level,single,71 – 110k,blue,36,6921.00,0.000,yes,0.729377137279727
717257658,no,41,male,3,third level,single,71 – 110k,blue,29,9357.00,0.208,no,0.289065793455342
717260058,no,53,female,2,primary,married/living with partner,<30k,blue,42,2322.00,0.553,no,0.71718321061438
717267108,no,37,male,1,third level,single,51 – 70k,blue,26,15755.00,0.089,no,0.00437322201534807
717268458,no,61,male,0,third level,married/living with partner,51 – 70k,blue,49,3352.00,0.511,no,0.825907537529704
717271983,no,60,male,0,third level,single,71 – 110k,gold,53,34516.00,0.040,no,0.841800942529688
717273333,no,49,male,5,third level,married/living with partner,71 – 110k,blue,37,29219.00,0.000,yes,0.414764220704322
717278808,no,37,female,3,third level,married/living with partner,<30k,blue,28,1788.00,0.000,yes,0.952048002135348
717280158,no,49,male,3,third level,married/living with partner,<30k,blue,36,2976.00,0.611,no,0.594862469421878
717281658,no,52,female,3,third level,divorced,<30k,blue,41,6060.00,0.278,no,0.397713489571824
717284133,no,53,female,1,secondary,married/living with partner,<30k,blue,41,3472.00,0.725,no,0.298343049860823
717287883,no,57,male,3,third level,married/living with partner,71 – 110k,blue,46,5516.00,0.456,no,0.576681415754107
717291333,no,38,male,3,primary,married/living with partner,71 – 110k,blue,29,16722.00,0.000,yes,0.0330052292700986
717292758,no,55,female,2,third level,single,<30k,blue,47,6347.00,0.000,yes,0.865525916384187
717295683,no,50,male,0,third level,single,71 – 110k,blue,38,3460.00,0.544,no,0.0449436917869471
717296808,no,67,female,1,third level,married/living with partner,<30k,blue,56,3006.00,0.837,no,0.969776376232022
717299958,no,49,male,3,third level,single,71 – 110k,blue,45,2453.00,0.625,no,0.418883964170652
717301908,no,54,female,2,third level,married/living with partner,<30k,blue,46,3312.00,0.490,no,0.00895343534099013
717310458,no,35,female,3,third level,single,<30k,blue,27,5780.00,0.162,no,0.631755544378233
717321783,no,50,male,1,primary,single,51 – 70k,blue,45,10344.00,0.123,no,0.975579577866952
717324183,no,31,female,0,secondary,single,<30k,gold,21,14305.00,0.090,no,0.987695814544604
717325158,no,46,female,5,third level,married/living with partner,31 – 50k,blue,33,1438.30,0.614,no,0.262848183512081
717327783,no,39,male,2,third level,married/living with partner,71 – 110k,blue,27,9959.00,0.148,no,0.841326829244079
717331758,no,44,male,4,third level,married/living with partner,111k+,blue,32,34516.00,0.073,no,0.116795870993003
717334233,no,54,female,1,primary,single,31 – 50k,blue,43,9525.00,0.264,no,0.622822072818554
717336408,yes,51,female,1,third level,single,<30k,blue,45,1952.00,0.723,no,0.468397278700727
717338733,no,31,male,0,secondary,divorced,<30k,blue,22,6012.00,0.000,yes,0.946547776918927
717346833,no,44,female,3,third level,married/living with partner,<30k,blue,33,1621.00,0.000,yes,0.388218937880698
717348258,no,33,male,1,third level,married/living with partner,111k+,blue,21,4459.00,0.426,no,0.201698517306695
717354558,yes,57,male,2,primary,married/living with partner,111k+,blue,40,3106.00,0.361,no,0.286162694061005
717355533,no,56,male,3,third level,single,111k+,blue,44,34516.00,0.038,no,0.159122283735884
717358158,no,46,male,3,primary,single,51 – 70k,blue,36,5489.00,0.217,no,0.748267783529257
717359208,no,57,female,0,third level,married/living with partner,<30k,blue,47,4945.00,0.360,no,0.10700549055391
717364458,no,36,female,3,secondary,married/living with partner,<30k,blue,26,4331.00,0.334,no,0.472811744156266
717365958,no,50,female,1,third level,married/living with partner,<30k,blue,36,1438.30,0.000,yes,0.710009491121693
717368208,yes,49,male,1,third level,single,111k+,blue,36,26723.00,0.000,yes,0.7841575092788
717370533,no,40,male,3,third level,single,111k+,blue,26,34516.00,0.060,no,0.748131038874567
717371583,yes,56,female,2,primary,single,<30k,blue,36,1883.00,0.212,no,0.454794927785501
717376758,no,56,female,2,secondary,married/living with partner,<30k,blue,47,2238.00,0.592,no,0.281154804181535
717380133,no,65,male,0,secondary,single,31 – 50k,blue,36,3305.00,0.578,no,0.864427376909211
717381183,no,27,female,0,third level,married/living with partner,<30k,blue,36,1674.00,0.449,no,0.0218394072555891
717382608,no,59,male,1,third level,single,51 – 70k,gold,36,26692.00,0.094,no,0.380320977715208
717384183,no,58,female,3,third level,single,<30k,blue,53,2669.00,0.767,no,0.774680599483904
717385083,no,46,male,3,secondary,married/living with partner,111k+,blue,35,4916.00,0.228,no,0.290536097241154
717385983,no,30,male,0,third level,married/living with partner,<30k,blue,21,2490.00,0.000,yes,0.958721697855593
717387933,no,49,female,2,secondary,divorced,<30k,blue,36,2976.00,0.758,no,0.958745270342345
717389433,no,62,female,0,secondary,single,#NULL!,gold,51,33371.00,0.000,yes,0.0657474477032661
717390408,yes,49,female,4,primary,married/living with partner,31 – 50k,blue,36,4167.00,0.000,yes,0.202014398721821
717392358,no,60,male,1,third level,married/living with partner,71 – 110k,blue,50,23412.00,0.046,no,0.925278501408735
717395733,no,42,female,3,third level,married/living with partner,31 – 50k,blue,36,4142.00,0.166,no,0.540425641472039
717397983,no,39,male,2,primary,single,51 – 70k,blue,29,23402.00,0.041,no,0.369430004591966
717399183,no,37,male,1,third level,married/living with partner,71 – 110k,blue,26,8058.00,0.146,no,0.922657689322969
717400533,no,54,female,0,secondary,married/living with partner,<30k,blue,45,2704.00,0.292,no,0.367037583673899
717401883,no,35,male,3,primary,married/living with partner,51 – 70k,blue,22,6985.00,0.162,no,0.510363830754719
717403158,no,60,female,0,primary,single,<30k,blue,47,9634.00,0.215,no,0.961982267763474
717406983,yes,30,male,2,third level,#NULL!,31 – 50k,blue,36,5281.00,0.000,yes,0.38819292344853
717409533,yes,36,female,2,third level,single,<30k,blue,26,1821.00,0.816,no,0.190256166409413
717411483,no,55,male,4,third level,divorced,71 – 110k,blue,36,34173.00,0.035,no,0.391001204443641
717412608,yes,38,female,2,secondary,married/living with partner,31 – 50k,blue,28,7225.00,0.000,yes,0.962232321033619
717413658,no,43,male,4,secondary,married/living with partner,31 – 50k,blue,32,1539.00,0.643,no,0.70932163188446
717414933,no,51,female,1,secondary,single,<30k,blue,45,2918.00,0.702,no,0.259003863130673
717420333,no,37,male,1,secondary,single,51 – 70k,blue,26,7349.00,0.342,no,0.0457275351779173
717424458,no,44,female,2,third level,married/living with partner,<30k,blue,36,2293.00,0.795,no,0.951674183175274
717427983,no,50,female,3,secondary,single,<30k,gold,39,11176.00,0.217,no,0.856514322999462
717429258,yes,48,female,3,third level,single,<30k,blue,39,1644.00,0.304,no,0.269052701376795
717439983,yes,48,male,2,third level,married/living with partner,71 – 110k,blue,28,14774.00,0.170,no,0.887368364770338
717442758,no,51,female,4,secondary,married/living with partner,31 – 50k,blue,43,8346.00,0.174,no,0.580099765560293
717443658,no,37,female,0,third level,divorced,31 – 50k,blue,28,1920.00,0.000,yes,0.712774957285109
717444558,no,50,female,1,third level,married/living with partner,<30k,blue,38,2623.00,0.653,no,0.862913371203552
717446208,no,62,female,0,secondary,single,<30k,blue,36,3749.00,0.528,no,0.705452659396319
717450633,yes,47,male,3,primary,single,51 – 70k,blue,36,1659.00,0.931,no,0.981854121706131
717457008,yes,43,male,3,primary,single,31 – 50k,blue,36,9267.00,0.000,yes,0.362729784456218
717464958,no,55,female,2,third level,married/living with partner,<30k,gold,36,10858.00,0.000,yes,0.12225354142408
717466158,no,48,female,2,third level,married/living with partner,<30k,blue,40,4176.00,0.299,no,0.534644463387317
717478983,no,31,female,2,primary,divorced,<30k,blue,19,2853.00,0.687,no,0.509042560326539
717480783,no,39,male,1,secondary,single,71 – 110k,blue,29,9680.00,0.217,no,0.00883197247609935
717482658,no,55,male,2,secondary,single,71 – 110k,blue,36,18022.00,0.000,yes,0.379755859358096
717483558,no,42,male,3,secondary,married/living with partner,111k+,blue,36,19156.00,0.071,no,0.853893599763203
717489033,yes,27,female,0,secondary,single,<30k,blue,18,1438.30,0.000,yes,0.679828119917543
717490008,no,43,male,4,third level,divorced,71 – 110k,blue,36,19188.00,0.085,no,0.369236849120673
717491058,no,42,male,2,third level,single,51 – 70k,blue,26,20803.00,0.084,no,0.202388022123432
717494358,no,58,female,0,third level,single,<30k,blue,48,4299.00,0.310,no,0.690351809149818
717495258,no,34,male,3,primary,married/living with partner,71 – 110k,blue,25,9131.00,0.100,no,0.249075730990409
717500133,no,42,male,4,primary,single,71 – 110k,blue,36,10374.00,0.058,no,0.569366062040631
717502083,yes,41,male,3,third level,single,111k+,blue,28,6314.00,0.000,yes,0.39469486034891
717504258,no,38,male,2,third level,married/living with partner,31 – 50k,blue,25,3735.00,0.321,no,0.923817120407115
717511533,no,28,male,0,third level,single,<30k,blue,36,1707.00,0.698,no,0.379283193693078
717513933,no,38,male,3,third level,single,111k+,blue,26,14938.00,0.000,yes,0.590638811508982
717516333,no,40,male,2,third level,married/living with partner,111k+,blue,33,14713.00,0.062,no,0.768446520429474
717517758,no,57,female,0,secondary,married/living with partner,31 – 50k,blue,45,2278.00,0.371,no,0.567009341813876
717518733,yes,56,female,2,secondary,married/living with partner,<30k,blue,46,9463.00,0.081,no,0.785545946499945
717521508,no,41,male,3,secondary,single,71 – 110k,blue,28,34516.00,0.061,no,0.129422406601444
717524433,no,52,female,2,third level,married/living with partner,31 – 50k,blue,40,1438.30,0.000,yes,0.307253434828282
717529233,yes,40,female,3,third level,single,<30k,blue,30,3319.00,0.000,yes,0.41056889642777
717531483,no,37,male,2,secondary,single,51 – 70k,blue,21,3433.00,0.281,no,0.104552861816889
717534108,no,48,female,3,secondary,divorced,31 – 50k,blue,40,2405.00,0.586,no,0.0197065389361905
717535083,no,52,female,2,third level,married/living with partner,<30k,blue,40,5207.00,0.215,no,0.115750453445675
717538683,no,43,male,3,third level,married/living with partner,111k+,blue,36,22906.00,0.049,no,0.209971166897656
717539808,no,51,female,2,secondary,single,<30k,blue,36,9930.00,0.000,yes,0.619479569258368
717541308,no,61,female,2,third level,single,<30k,blue,45,2602.00,0.554,no,0.825670623560371
717545808,no,44,female,4,third level,single,<30k,blue,32,2900.00,0.685,no,0.990258142983056
717547383,no,43,female,2,third level,married/living with partner,<30k,blue,32,2890.00,0.482,no,0.243317723101916
717548358,no,38,female,1,third level,married/living with partner,<30k,blue,25,2580.00,0.878,no,0.919613958728709
717549408,no,44,male,4,third level,married/living with partner,71 – 110k,blue,36,20485.00,0.000,yes,0.825016483831166
717551358,no,63,male,0,third level,married/living with partner,51 – 70k,blue,55,3556.00,0.708,no,0.0656082940479039
717556758,no,52,female,2,secondary,single,<30k,blue,36,3029.00,0.748,no,0.215887200731679
717559533,no,47,male,3,third level,married/living with partner,111k+,gold,42,34516.00,0.034,no,0.98232766085789
717561108,no,52,male,1,third level,married/living with partner,71 – 110k,blue,36,34516.00,0.016,no,0.417044988144917
717565233,no,51,male,3,third level,single,71 – 110k,blue,38,31346.00,0.042,no,0.355668360189203
717567333,no,35,male,3,third level,married/living with partner,51 – 70k,blue,26,3991.00,0.497,no,0.0862826774273377
717569283,no,47,male,5,third level,single,<30k,blue,36,8896.00,0.150,no,0.580548236431912
717570258,no,46,male,5,third level,married/living with partner,<30k,blue,35,2206.00,0.781,no,0.169133197898893
717571683,yes,47,female,4,primary,married/living with partner,31 – 50k,blue,34,23981.00,0.000,yes,0.708376182130777
717575958,yes,50,female,1,third level,married/living with partner,31 – 50k,blue,41,1694.00,0.283,no,0.663900210599608
717580458,yes,43,male,4,primary,divorced,71 – 110k,blue,36,19333.00,0.000,yes,0.527121434209449
717582558,no,50,male,1,third level,single,111k+,blue,40,34516.00,0.034,no,0.445722350840192
717583908,no,57,male,1,secondary,single,71 – 110k,blue,45,15030.00,0.093,no,0.990961327214811
717591483,no,52,female,3,third level,single,<30k,blue,44,3416.00,0.598,no,0.599591131669994
717595908,no,54,male,1,secondary,married/living with partner,51 – 70k,blue,37,9453.00,0.231,no,0.983485145664311
717596883,no,58,female,0,third level,single,31 – 50k,blue,39,5530.00,0.223,no,0.44998390837016
717599283,no,57,male,0,third level,married/living with partner,51 – 70k,blue,36,5335.00,0.226,no,0.292718285233921
